Spot_Name,District,Category,Year,Month,Season,Festival,Total_Visitors
Osman Sagar Lake / Gandipet,Ranga Reddy,nature,2025,November,Winter,Diwali,13854
Osman Sagar Lake / Gandipet,Ranga Reddy,nature,2025,December,Winter,Christmas,13987
Botanical Gardens,Ranga Reddy,other,2024,January,Winter,"Bhogi, Sankranti",10198
Botanical Gardens,Ranga Reddy,other,2024,February,Winter,Maha Shivaratri,8771
Botanical Gardens,Ranga Reddy,other,2024,March,Summer,Holi,5006
Botanical Gardens,Ranga Reddy,other,2024,April,Summer,"Ugadi, Sri Rama Navami",5535
Botanical Gardens,Ranga Reddy,other,2024,May,Summer,Buddha Purnima,4229
Botanical Gardens,Ranga Reddy,other,2024,June,Monsoon,None,3394
Botanical Gardens,Ranga Reddy,other,2024,July,Monsoon,Bonalu,3227
Botanical Gardens,Ranga Reddy,other,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",3884
Botanical Gardens,Ranga Reddy,other,2024,September,Monsoon,Vinayaka Chavithi,4021
Botanical Gardens,Ranga Reddy,other,2024,October,Post-Monsoon,"Bathukamma, Dussehra",8001
Botanical Gardens,Ranga Reddy,other,2024,November,Winter,Diwali,9432
Botanical Gardens,Ranga Reddy,other,2024,December,Winter,Christmas,9692
Botanical Gardens,Ranga Reddy,other,2025,January,Winter,"Bhogi, Sankranti",11267
Botanical Gardens,Ranga Reddy,other,2025,February,Winter,Maha Shivaratri,8846
Botanical Gardens,Ranga Reddy,other,2025,March,Summer,Holi,5698
Botanical Gardens,Ranga Reddy,other,2025,April,Summer,"Ugadi, Sri Rama Navami",6453
Botanical Gardens,Ranga Reddy,other,2025,May,Summer,Buddha Purnima,4610
Botanical Gardens,Ranga Reddy,other,2025,June,Monsoon,None,3343
Botanical Gardens,Ranga Reddy,other,2025,July,Monsoon,Bonalu,3660
Botanical Gardens,Ranga Reddy,other,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",4190
Botanical Gardens,Ranga Reddy,other,2025,September,Monsoon,Vinayaka Chavithi,4357
Botanical Gardens,Ranga Reddy,other,2025,October,Post-Monsoon,"Bathukamma, Dussehra",8969
Botanical Gardens,Ranga Reddy,other,2025,November,Winter,Diwali,10211
Botanical Gardens,Ranga Reddy,other,2025,December,Winter,Christmas,11316
Indira Park,Hyderabad,leisure,2024,January,Winter,"Bhogi, Sankranti",13864
Indira Park,Hyderabad,leisure,2024,February,Winter,Maha Shivaratri,11790
Indira Park,Hyderabad,leisure,2024,March,Summer,Holi,7364
Indira Park,Hyderabad,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",8106
Indira Park,Hyderabad,leisure,2024,May,Summer,Buddha Purnima,6066
Indira Park,Hyderabad,leisure,2024,June,Monsoon,None,4142
Indira Park,Hyderabad,leisure,2024,July,Monsoon,Bonalu,4739
Indira Park,Hyderabad,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5194
Indira Park,Hyderabad,leisure,2024,September,Monsoon,Vinayaka Chavithi,4803
Indira Park,Hyderabad,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",11483
Indira Park,Hyderabad,leisure,2024,November,Winter,Diwali,12120
Indira Park,Hyderabad,leisure,2024,December,Winter,Christmas,13430
Indira Park,Hyderabad,leisure,2025,January,Winter,"Bhogi, Sankranti",14916
Indira Park,Hyderabad,leisure,2025,February,Winter,Maha Shivaratri,13012
Indira Park,Hyderabad,leisure,2025,March,Summer,Holi,7968
Indira Park,Hyderabad,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",7820
Indira Park,Hyderabad,leisure,2025,May,Summer,Buddha Purnima,6765
Indira Park,Hyderabad,leisure,2025,June,Monsoon,None,4642
Indira Park,Hyderabad,leisure,2025,July,Monsoon,Bonalu,5029
Indira Park,Hyderabad,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5817
Indira Park,Hyderabad,leisure,2025,September,Monsoon,Vinayaka Chavithi,5547
Indira Park,Hyderabad,leisure,2025,October,Post-Monsoon,"Bathukamma, Dussehra",12544
Indira Park,Hyderabad,leisure,2025,November,Winter,Diwali,13089
Indira Park,Hyderabad,leisure,2025,December,Winter,Christmas,15159
Krishna Kanth Park,Hyderabad,leisure,2024,January,Winter,"Bhogi, Sankranti",13835
Krishna Kanth Park,Hyderabad,leisure,2024,February,Winter,Maha Shivaratri,13031
Krishna Kanth Park,Hyderabad,leisure,2024,March,Summer,Holi,7045
Krishna Kanth Park,Hyderabad,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",7273
Krishna Kanth Park,Hyderabad,leisure,2024,May,Summer,Buddha Purnima,6101
Krishna Kanth Park,Hyderabad,leisure,2024,June,Monsoon,None,4288
Krishna Kanth Park,Hyderabad,leisure,2024,July,Monsoon,Bonalu,4670
Krishna Kanth Park,Hyderabad,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4803
Krishna Kanth Park,Hyderabad,leisure,2024,September,Monsoon,Vinayaka Chavithi,5105
Krishna Kanth Park,Hyderabad,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10428
Krishna Kanth Park,Hyderabad,leisure,2024,November,Winter,Diwali,13045
Krishna Kanth Park,Hyderabad,leisure,2024,December,Winter,Christmas,14645
Krishna Kanth Park,Hyderabad,leisure,2025,January,Winter,"Bhogi, Sankranti",14596
Krishna Kanth Park,Hyderabad,leisure,2025,February,Winter,Maha Shivaratri,12780
Krishna Kanth Park,Hyderabad,leisure,2025,March,Summer,Holi,7722
Krishna Kanth Park,Hyderabad,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",8459
Krishna Kanth Park,Hyderabad,leisure,2025,May,Summer,Buddha Purnima,6290
Krishna Kanth Park,Hyderabad,leisure,2025,June,Monsoon,None,4759
Krishna Kanth Park,Hyderabad,leisure,2025,July,Monsoon,Bonalu,5086
Krishna Kanth Park,Hyderabad,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5785
Krishna Kanth Park,Hyderabad,leisure,2025,September,Monsoon,Vinayaka Chavithi,5875
Krishna Kanth Park,Hyderabad,leisure,2025,October,Post-Monsoon,"Bathukamma, Dussehra",12493
Krishna Kanth Park,Hyderabad,leisure,2025,November,Winter,Diwali,11632
Krishna Kanth Park,Hyderabad,leisure,2025,December,Winter,Christmas,15064
Mrigavani National Park,Ranga Reddy,leisure,2024,January,Winter,"Bhogi, Sankranti",11281
Mrigavani National Park,Ranga Reddy,leisure,2024,February,Winter,Maha Shivaratri,9308
Mrigavani National Park,Ranga Reddy,leisure,2024,March,Summer,Holi,6273
Mrigavani National Park,Ranga Reddy,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",6791
Mrigavani National Park,Ranga Reddy,leisure,2024,May,Summer,Buddha Purnima,5207
Mrigavani National Park,Ranga Reddy,leisure,2024,June,Monsoon,None,3916
Mrigavani National Park,Ranga Reddy,leisure,2024,July,Monsoon,Bonalu,4166
Mrigavani National Park,Ranga Reddy,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4781
Mrigavani National Park,Ranga Reddy,leisure,2024,September,Monsoon,Vinayaka Chavithi,5005
Mrigavani National Park,Ranga Reddy,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9808
Mrigavani National Park,Ranga Reddy,leisure,2024,November,Winter,Diwali,10731
Mrigavani National Park,Ranga Reddy,leisure,2024,December,Winter,Christmas,10654
Mrigavani National Park,Ranga Reddy,leisure,2025,January,Winter,"Bhogi, Sankranti",12441
Mrigavani National Park,Ranga Reddy,leisure,2025,February,Winter,Maha Shivaratri,10599
Mrigavani National Park,Ranga Reddy,leisure,2025,March,Summer,Holi,7323
Mrigavani National Park,Ranga Reddy,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",6803
Mrigavani National Park,Ranga Reddy,leisure,2025,May,Summer,Buddha Purnima,5697
Mrigavani National Park,Ranga Reddy,leisure,2025,June,Monsoon,None,4148
Mrigavani National Park,Ranga Reddy,leisure,2025,July,Monsoon,Bonalu,4172
Mrigavani National Park,Ranga Reddy,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5255
Mrigavani National Park,Ranga Reddy,leisure,2025,September,Monsoon,Vinayaka Chavithi,4840
Mrigavani National Park,Ranga Reddy,leisure,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10313
Mrigavani National Park,Ranga Reddy,leisure,2025,November,Winter,Diwali,11118
Mrigavani National Park,Ranga Reddy,leisure,2025,December,Winter,Christmas,11683
NTR Gardens,Hyderabad,leisure,2024,January,Winter,"Bhogi, Sankranti",13170
NTR Gardens,Hyderabad,leisure,2024,February,Winter,Maha Shivaratri,11912
NTR Gardens,Hyderabad,leisure,2024,March,Summer,Holi,6972
NTR Gardens,Hyderabad,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",7146
NTR Gardens,Hyderabad,leisure,2024,May,Summer,Buddha Purnima,5678
NTR Gardens,Hyderabad,leisure,2024,June,Monsoon,None,4336
NTR Gardens,Hyderabad,leisure,2024,July,Monsoon,Bonalu,4153
NTR Gardens,Hyderabad,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5424
NTR Gardens,Hyderabad,leisure,2024,September,Monsoon,Vinayaka Chavithi,5411
NTR Gardens,Hyderabad,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10214
NTR Gardens,Hyderabad,leisure,2024,November,Winter,Diwali,12261
NTR Gardens,Hyderabad,leisure,2024,December,Winter,Christmas,12984
NTR Gardens,Hyderabad,leisure,2025,January,Winter,"Bhogi, Sankranti",14906
NTR Gardens,Hyderabad,leisure,2025,February,Winter,Maha Shivaratri,13753
NTR Gardens,Hyderabad,leisure,2025,March,Summer,Holi,6973
NTR Gardens,Hyderabad,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",8041
NTR Gardens,Hyderabad,leisure,2025,May,Summer,Buddha Purnima,6543
NTR Gardens,Hyderabad,leisure,2025,June,Monsoon,None,4861
NTR Gardens,Hyderabad,leisure,2025,July,Monsoon,Bonalu,4901
NTR Gardens,Hyderabad,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5431
NTR Gardens,Hyderabad,leisure,2025,September,Monsoon,Vinayaka Chavithi,5727
NTR Gardens,Hyderabad,leisure,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11424
NTR Gardens,Hyderabad,leisure,2025,November,Winter,Diwali,14173
NTR Gardens,Hyderabad,leisure,2025,December,Winter,Christmas,14586
Public Gardens,Hyderabad,leisure,2024,January,Winter,"Bhogi, Sankranti",14877
Public Gardens,Hyderabad,leisure,2024,February,Winter,Maha Shivaratri,11898
Public Gardens,Hyderabad,leisure,2024,March,Summer,Holi,6872
Public Gardens,Hyderabad,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",6842
Public Gardens,Hyderabad,leisure,2024,May,Summer,Buddha Purnima,5556
Public Gardens,Hyderabad,leisure,2024,June,Monsoon,None,4009
Public Gardens,Hyderabad,leisure,2024,July,Monsoon,Bonalu,4550
Public Gardens,Hyderabad,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5358
Public Gardens,Hyderabad,leisure,2024,September,Monsoon,Vinayaka Chavithi,4962
Public Gardens,Hyderabad,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",11509
Public Gardens,Hyderabad,leisure,2024,November,Winter,Diwali,12153
Public Gardens,Hyderabad,leisure,2024,December,Winter,Christmas,13590
Public Gardens,Hyderabad,leisure,2025,January,Winter,"Bhogi, Sankranti",15855
Public Gardens,Hyderabad,leisure,2025,February,Winter,Maha Shivaratri,13467
Public Gardens,Hyderabad,leisure,2025,March,Summer,Holi,7591
Public Gardens,Hyderabad,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",7638
Public Gardens,Hyderabad,leisure,2025,May,Summer,Buddha Purnima,5886
Public Gardens,Hyderabad,leisure,2025,June,Monsoon,None,4534
Public Gardens,Hyderabad,leisure,2025,July,Monsoon,Bonalu,4798
Public Gardens,Hyderabad,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5365
Public Gardens,Hyderabad,leisure,2025,September,Monsoon,Vinayaka Chavithi,5781
Public Gardens,Hyderabad,leisure,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11943
Public Gardens,Hyderabad,leisure,2025,November,Winter,Diwali,13298
Public Gardens,Hyderabad,leisure,2025,December,Winter,Christmas,14097
Sanjeeviah Park,Hyderabad,leisure,2024,January,Winter,"Bhogi, Sankranti",13700
Sanjeeviah Park,Hyderabad,leisure,2024,February,Winter,Maha Shivaratri,12198
Sanjeeviah Park,Hyderabad,leisure,2024,March,Summer,Holi,6736
Sanjeeviah Park,Hyderabad,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",7925
Sanjeeviah Park,Hyderabad,leisure,2024,May,Summer,Buddha Purnima,6077
Sanjeeviah Park,Hyderabad,leisure,2024,June,Monsoon,None,4358
Sanjeeviah Park,Hyderabad,leisure,2024,July,Monsoon,Bonalu,4649
Sanjeeviah Park,Hyderabad,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5286
Sanjeeviah Park,Hyderabad,leisure,2024,September,Monsoon,Vinayaka Chavithi,5645
Sanjeeviah Park,Hyderabad,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",11175
Sanjeeviah Park,Hyderabad,leisure,2024,November,Winter,Diwali,12072
Sanjeeviah Park,Hyderabad,leisure,2024,December,Winter,Christmas,13735
Sanjeeviah Park,Hyderabad,leisure,2025,January,Winter,"Bhogi, Sankranti",13833
Sanjeeviah Park,Hyderabad,leisure,2025,February,Winter,Maha Shivaratri,12959
Sanjeeviah Park,Hyderabad,leisure,2025,March,Summer,Holi,7682
Sanjeeviah Park,Hyderabad,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",7911
Sanjeeviah Park,Hyderabad,leisure,2025,May,Summer,Buddha Purnima,6553
Sanjeeviah Park,Hyderabad,leisure,2025,June,Monsoon,None,4260
Sanjeeviah Park,Hyderabad,leisure,2025,July,Monsoon,Bonalu,4717
Sanjeeviah Park,Hyderabad,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5669
Sanjeeviah Park,Hyderabad,leisure,2025,September,Monsoon,Vinayaka Chavithi,5866
Sanjeeviah Park,Hyderabad,leisure,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11286
Sanjeeviah Park,Hyderabad,leisure,2025,November,Winter,Diwali,14301
Sanjeeviah Park,Hyderabad,leisure,2025,December,Winter,Christmas,13939
KBR National Park,Hyderabad,leisure,2024,January,Winter,"Bhogi, Sankranti",14244
KBR National Park,Hyderabad,leisure,2024,February,Winter,Maha Shivaratri,12189
KBR National Park,Hyderabad,leisure,2024,March,Summer,Holi,6895
KBR National Park,Hyderabad,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",8059
KBR National Park,Hyderabad,leisure,2024,May,Summer,Buddha Purnima,5742
KBR National Park,Hyderabad,leisure,2024,June,Monsoon,None,4554
KBR National Park,Hyderabad,leisure,2024,July,Monsoon,Bonalu,4715
KBR National Park,Hyderabad,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5050
KBR National Park,Hyderabad,leisure,2024,September,Monsoon,Vinayaka Chavithi,5764
KBR National Park,Hyderabad,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10879
KBR National Park,Hyderabad,leisure,2024,November,Winter,Diwali,12633
KBR National Park,Hyderabad,leisure,2024,December,Winter,Christmas,13667
KBR National Park,Hyderabad,leisure,2025,January,Winter,"Bhogi, Sankranti",14574
KBR National Park,Hyderabad,leisure,2025,February,Winter,Maha Shivaratri,13412
KBR National Park,Hyderabad,leisure,2025,March,Summer,Holi,8000
KBR National Park,Hyderabad,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",7296
KBR National Park,Hyderabad,leisure,2025,May,Summer,Buddha Purnima,7026
KBR National Park,Hyderabad,leisure,2025,June,Monsoon,None,4312
KBR National Park,Hyderabad,leisure,2025,July,Monsoon,Bonalu,5100
KBR National Park,Hyderabad,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5961
KBR National Park,Hyderabad,leisure,2025,September,Monsoon,Vinayaka Chavithi,5502
KBR National Park,Hyderabad,leisure,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11653
KBR National Park,Hyderabad,leisure,2025,November,Winter,Diwali,12706
KBR National Park,Hyderabad,leisure,2025,December,Winter,Christmas,14414
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,January,Winter,"Bhogi, Sankranti",13124
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,February,Winter,Maha Shivaratri,12166
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,March,Summer,Holi,7448
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",7769
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,May,Summer,Buddha Purnima,5823
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,June,Monsoon,None,4227
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,July,Monsoon,Bonalu,4035
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4920
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,September,Monsoon,Vinayaka Chavithi,5542
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",11681
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,November,Winter,Diwali,11464
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2024,December,Winter,Christmas,12844
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,January,Winter,"Bhogi, Sankranti",14376
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,February,Winter,Maha Shivaratri,12823
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,March,Summer,Holi,7244
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",8010
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,May,Summer,Buddha Purnima,6318
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,June,Monsoon,None,4611
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,July,Monsoon,Bonalu,4888
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5538
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,September,Monsoon,Vinayaka Chavithi,5585
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11609
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,November,Winter,Diwali,13137
Mahavir Harina Vanasthali National Park,Ranga Reddy,nature,2025,December,Winter,Christmas,14031
Telangana State Museum,Hyderabad,heritage,2024,January,Winter,"Bhogi, Sankranti",18199
Telangana State Museum,Hyderabad,heritage,2024,February,Winter,Maha Shivaratri,17491
Telangana State Museum,Hyderabad,heritage,2024,March,Summer,Holi,9940
Telangana State Museum,Hyderabad,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",9898
Telangana State Museum,Hyderabad,heritage,2024,May,Summer,Buddha Purnima,8577
Telangana State Museum,Hyderabad,heritage,2024,June,Monsoon,None,5811
Telangana State Museum,Hyderabad,heritage,2024,July,Monsoon,Bonalu,6452
Telangana State Museum,Hyderabad,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",7222
Telangana State Museum,Hyderabad,heritage,2024,September,Monsoon,Vinayaka Chavithi,7274
Telangana State Museum,Hyderabad,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15286
Telangana State Museum,Hyderabad,heritage,2024,November,Winter,Diwali,15574
Telangana State Museum,Hyderabad,heritage,2024,December,Winter,Christmas,17278
Telangana State Museum,Hyderabad,heritage,2025,January,Winter,"Bhogi, Sankranti",18724
Telangana State Museum,Hyderabad,heritage,2025,February,Winter,Maha Shivaratri,17618
Telangana State Museum,Hyderabad,heritage,2025,March,Summer,Holi,11347
Telangana State Museum,Hyderabad,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",12060
Telangana State Museum,Hyderabad,heritage,2025,May,Summer,Buddha Purnima,9237
Telangana State Museum,Hyderabad,heritage,2025,June,Monsoon,None,6542
Telangana State Museum,Hyderabad,heritage,2025,July,Monsoon,Bonalu,5989
Telangana State Museum,Hyderabad,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",7451
Telangana State Museum,Hyderabad,heritage,2025,September,Monsoon,Vinayaka Chavithi,7587
Telangana State Museum,Hyderabad,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",15646
Telangana State Museum,Hyderabad,heritage,2025,November,Winter,Diwali,18100
Telangana State Museum,Hyderabad,heritage,2025,December,Winter,Christmas,19307
Archival Museum,Hyderabad,heritage,2024,January,Winter,"Bhogi, Sankranti",16613
Archival Museum,Hyderabad,heritage,2024,February,Winter,Maha Shivaratri,16802
Archival Museum,Hyderabad,heritage,2024,March,Summer,Holi,9151
Archival Museum,Hyderabad,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",10166
Archival Museum,Hyderabad,heritage,2024,May,Summer,Buddha Purnima,9147
Archival Museum,Hyderabad,heritage,2024,June,Monsoon,None,5638
Archival Museum,Hyderabad,heritage,2024,July,Monsoon,Bonalu,5323
Archival Museum,Hyderabad,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",6990
Archival Museum,Hyderabad,heritage,2024,September,Monsoon,Vinayaka Chavithi,7715
Archival Museum,Hyderabad,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",16415
Archival Museum,Hyderabad,heritage,2024,November,Winter,Diwali,15862
Archival Museum,Hyderabad,heritage,2024,December,Winter,Christmas,18764
Archival Museum,Hyderabad,heritage,2025,January,Winter,"Bhogi, Sankranti",19449
Archival Museum,Hyderabad,heritage,2025,February,Winter,Maha Shivaratri,17400
Archival Museum,Hyderabad,heritage,2025,March,Summer,Holi,11824
Archival Museum,Hyderabad,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",10034
Archival Museum,Hyderabad,heritage,2025,May,Summer,Buddha Purnima,9065
Archival Museum,Hyderabad,heritage,2025,June,Monsoon,None,6531
